validity,flip_validity,y_orig,y_cf,p_orig,p_cf,prob_gain_toward_target,prob_margin_before,prob_margin_after,logit_margin_before,logit_margin_after,sparsity,proximity_l1,proximity_l2,proximity_l1_std,proximity_l2_std,immutability_violations,bound_violations,onehot_violations,plausibility_mse,source_index
1,1,0,1,0.08961468935012817,0.5687353014945984,0.4791206121444702,0.4103853106498718,0.06873530149459839,2.318348678007809,0.27669307514970276,2,45.499996945261955,44.70715521220392,,,0,0,0,,45894
1,1,0,1,0.49581483006477356,0.5475451946258545,0.05173036456108093,0.00418516993522644,0.04754519462585449,0.016741070722466223,0.190757125019972,1,0.5,0.5,,,0,0,0,,45863
1,1,0,1,0.42835938930511475,0.6357885599136353,0.2074291706085205,0.07164061069488525,0.13578855991363525,0.28854795306019276,0.557131476749625,1,0.6000000238418579,0.6000000238418579,,,0,0,0,,45829
1,1,0,1,0.155748650431633,0.5396629571914673,0.3839142918586731,0.344251349568367,0.039662957191467285,1.6902067651409676,0.15898586839846285,2,24.5,20.130822139197395,,,0,0,0,,45821
1,1,0,1,0.45094579458236694,0.5040309429168701,0.053085148334503174,0.04905420541763306,0.004030942916870117,0.1968500285749436,0.016124120997258906,1,0.9000000953674316,0.9000000953674316,,,0,0,0,,45812
1,1,0,1,0.06743042171001434,0.5662762522697449,0.49884581565856934,0.43256957828998566,0.06627625226974487,2.6268474867542393,0.26667423188226025,2,1.899999976158142,1.345362388758009,,,0,0,0,,45808
1,1,0,1,0.28896021842956543,0.511421799659729,0.22246158123016357,0.21103978157043457,0.011421799659729004,0.9004393536692621,0.04569514811210551,2,3.3999996185302734,2.5999996478741028,,,0,0,0,,45807
1,1,0,1,0.2465267777442932,0.5080937743186951,0.26156699657440186,0.2534732222557068,0.008093774318695068,1.1172228602137242,0.032377925541010044,2,3.1999999284744263,2.370653844809251,,,0,0,0,,45793
1,1,0,1,0.11262109130620956,0.5804190039634705,0.4677979052066803,0.38737890869379044,0.08041900396347046,2.064243061189269,0.32449367851651567,3,4.100000016391277,3.0347981836028546,,,0,0,0,,45784
1,1,0,1,0.21844518184661865,0.5680184364318848,0.3495732545852661,0.28155481815338135,0.06801843643188477,1.2747501931296743,0.27377096629345954,2,1.6999999955296516,1.2041594547855443,,,0,0,0,,45783
1,1,0,1,0.30088871717453003,0.6191614270210266,0.3182727098464966,0.19911128282546997,0.11916142702102661,0.8430694464545205,0.4859904330975286,1,2.5,2.5,,,0,0,0,,45773
1,1,0,1,0.49286600947380066,0.5461964011192322,0.05333039164543152,0.007133990526199341,0.04619640111923218,0.028537898746877732,0.18531411721663638,2,4.999999642372131,4.901019921033294,,,0,0,0,,45768
1,1,0,1,0.1941935420036316,0.5646001100540161,0.3704065680503845,0.3058064579963684,0.06460011005401611,1.4229882861702015,0.2598528147081336,2,19.700000002980232,19.501025614084817,,,0,0,0,,45762
1,1,0,1,0.10788226127624512,0.5281029343605042,0.42022067308425903,0.3921177387237549,0.02810293436050415,2.1125576588695867,0.11253033561592529,4,21.299999237060547,17.51199513489767,,,0,0,0,,45745
1,1,0,1,0.05707963928580284,0.5019898414611816,0.4449101984500885,0.44292036071419716,0.0019898414611816406,2.804534352815011,0.007959407864942758,3,19.299998581409454,16.775277935275437,,,0,0,0,,45724
1,1,0,1,0.4782893657684326,0.7049915790557861,0.22670221328735352,0.021710634231567383,0.20499157905578613,0.08689717657983398,0.8711819566332005,1,10.799999237060547,10.799999237060547,,,0,0,0,,45720
1,1,0,1,0.17742428183555603,0.6616557836532593,0.48423150181770325,0.32257571816444397,0.16165578365325928,1.5338966002653038,0.6706816876061714,2,4.200000107288361,3.911521539122408,,,0,0,0,,45715
1,1,0,1,0.1627749502658844,0.7288053035736084,0.5660303831100464,0.3372250497341156,0.2288053035736084,1.637724337388579,0.9885696231258685,2,3.5000001192092896,2.640075853117817,,,0,0,0,,45699
1,1,0,1,0.22833244502544403,0.5168132185935974,0.2884807586669922,0.27166755497455597,0.016813218593597412,1.2177511698194614,0.06727824002978378,2,16.700000286102295,14.33771286717431,,,0,0,0,,45695
1,1,0,1,0.11719481647014618,0.5307313203811646,0.4135364890098572,0.3828051835298538,0.03073132038116455,2.019266897963123,0.12308042313745837,2,2.5000000968575478,2.4020825252396523,,,0,0,0,,45683
1,1,0,1,0.40547603368759155,0.5433059334754944,0.13782989978790283,0.09452396631240845,0.043305933475494385,0.3826992600161322,0.17365884663204745,2,1.9000000357627869,1.3601470771668682,,,0,0,0,,45671
1,1,0,1,0.16648626327514648,0.5186005234718323,0.3521142601966858,0.3335137367248535,0.018600523471832275,1.6107373796637336,0.07443644454462373,2,3.2000000923871994,2.529822217665761,,,0,0,0,,45663
1,1,0,1,0.2784042954444885,0.7275955080986023,0.44919121265411377,0.22159570455551147,0.2275955080986023,0.9523906586833734,0.9824572088059687,2,35.80000162124634,33.02756577400105,,,0,0,0,,45656
1,1,0,1,0.2863798439502716,0.5279563665390015,0.24157652258872986,0.2136201560497284,0.027956366539001465,0.9130317711109928,0.11194221607458621,2,25.599999248981476,25.301777830864314,,,0,0,0,,45644
1,1,0,1,0.06218751519918442,0.575981616973877,0.5137941241264343,0.4378124848008156,0.07598161697387695,2.7133957600998477,0.3062989347248979,2,40.099998474121094,39.112784107964906,,,0,0,0,,45634
1,1,0,1,0.28079578280448914,0.5633199214935303,0.28252413868904114,0.21920421719551086,0.06331992149353027,0.9405176933351175,0.2546468697735724,2,1.899999976158142,1.5524174634828463,,,0,0,0,,45631
1,1,0,1,0.18351984024047852,0.677361249923706,0.49384140968322754,0.3164801597595215,0.17736124992370605,1.4926798301328035,0.7416714581125273,2,3.3000000715255737,2.7658633889081177,,,0,0,0,,45630
1,1,0,1,0.3629297912120819,0.6094191670417786,0.24648937582969666,0.1370702087879181,0.10941916704177856,0.5626704644567203,0.44487137190257786,2,0.9999999776482582,0.9055384902822626,,,0,0,0,,45616
1,1,0,1,0.04351673647761345,0.529329776763916,0.48581305146217346,0.45648326352238655,0.029329776763916016,3.0901176803925097,0.11745394834941147,2,3.8999999165534973,3.2015620293530813,,,0,0,0,,45604
1,1,0,1,0.1583813726902008,0.5132112503051758,0.354829877614975,0.3416186273097992,0.013211250305175781,1.670321099136298,0.05285730426151425,2,8.299999713897705,5.869412033229074,,,0,0,0,,45602
