validity,flip_validity,y_orig,y_cf,p_orig,p_cf,prob_gain_toward_target,prob_margin_before,prob_margin_after,logit_margin_before,logit_margin_after,sparsity,proximity_l1,proximity_l2,proximity_l1_std,proximity_l2_std,immutability_violations,bound_violations,onehot_violations,plausibility_mse,source_index
1,1,0,1,0.30820679664611816,0.5410345792770386,0.2328277826309204,0.19179320335388184,0.041034579277038574,0.8085160965166212,0.1645083230295593,1,55.0,55.0,,,0,0,0,,760
1,1,0,1,0.2586902678012848,0.8590540885925293,0.6003638505935669,0.2413097321987152,0.3590540885925293,1.052787061280032,1.8074556771885735,2,87.19999885559082,74.36827258649203,,,0,0,0,,756
1,1,0,1,0.34064263105392456,0.7750908136367798,0.4344481825828552,0.15935736894607544,0.2750908136367798,0.6604317522975942,1.2372834968085782,1,19.0,19.0,,,0,0,0,,755
1,1,0,1,0.3832322955131531,0.8551772236824036,0.4719449281692505,0.11676770448684692,0.35517722368240356,0.4758511400724472,1.7757979640250312,1,21.0,21.0,,,0,0,0,,751
1,1,0,1,0.003504437394440174,0.6626904010772705,0.6591859459877014,0.4964955626055598,0.1626904010772705,5.65021469419877,0.6753067146427283,2,153.0,108.2450922675019,,,0,0,0,,746
1,1,0,1,0.0037376887630671263,0.542949914932251,0.5392122268676758,0.4962623112369329,0.04294991493225098,5.585543144995997,0.17222409776263126,1,489.0,489.0,,,0,0,0,,743
1,1,0,1,0.26769915223121643,0.6881053447723389,0.42040619254112244,0.23230084776878357,0.18810534477233887,1.0063276400860293,0.7912764563197308,2,103.79999923706055,81.53060749869613,,,0,0,0,,741
1,1,0,1,0.0005097064422443509,0.8794275522232056,0.8789178729057312,0.49949029355775565,0.37942755222320557,7.581165765024879,1.9870203883323216,2,157.0,111.03603018840326,,,0,0,0,,738
1,1,0,1,0.17852209508419037,0.9999089241027832,0.8213868141174316,0.32147790491580963,0.4999089241027832,1.526392665547445,9.303726283667343,2,164.0,129.65338406690356,,,0,0,0,,736
1,1,0,1,0.10414086282253265,0.8528610467910767,0.7487201690673828,0.39585913717746735,0.35286104679107666,2.1520387547263393,1.7572192345712743,2,169.0,120.80149005703531,,,0,0,0,,734
1,1,0,1,0.14876943826675415,0.7426117658615112,0.5938423275947571,0.35123056173324585,0.24261176586151123,1.7442853089229677,1.059587802062109,1,26.5,26.5,,,0,0,0,,731
1,1,0,1,0.09343148022890091,0.6433831453323364,0.5499516725540161,0.4065685197710991,0.14338314533233643,2.2724382786442727,0.5900784489869417,1,38.0,38.0,,,0,0,0,,725
1,1,0,1,0.028503691777586937,0.9792136549949646,0.9507099390029907,0.47149630822241306,0.4792136549949646,3.5288038537891953,3.852453575732145,2,15.258000046014786,14.056406515029837,,,0,0,0,,724
1,1,0,1,0.03352881222963333,0.6606324911117554,0.6271036863327026,0.46647118777036667,0.16063249111175537,3.3612463515674995,0.666114078804332,1,84.0,84.0,,,0,0,0,,717
1,1,0,1,0.4962693750858307,0.5175482630729675,0.02127888798713684,0.0037306249141693115,0.01754826307296753,0.014922776579017638,0.0702218940858812,1,1.0889999568462372,1.0889999568462372,,,0,0,0,,710
