validity,flip_validity,y_orig,y_cf,p_orig,p_cf,prob_gain_toward_target,prob_margin_before,prob_margin_after,logit_margin_before,logit_margin_after,sparsity,proximity_l1,proximity_l2,proximity_l1_std,proximity_l2_std,immutability_violations,bound_violations,onehot_violations,plausibility_mse,source_index
1,1,0,1,0.30820679664611816,0.7208481431007385,0.41264134645462036,0.19179320335388184,0.22084814310073853,0.8085160965166212,0.9486725715581149,1,683.0,683.0,,,0,0,0,,760
1,1,0,1,0.2586902678012848,0.7164640426635742,0.45777377486228943,0.2413097321987152,0.21646404266357422,1.052787061280032,0.9269891125472145,2,42.80000114440918,41.81196115554267,,,0,0,0,,756
1,1,0,1,0.34064263105392456,0.7431134581565857,0.40247082710266113,0.15935736894607544,0.2431134581565857,0.6604317522975942,1.0622142198362106,2,550.0,492.7900161326323,,,0,0,0,,755
1,1,0,1,0.3832322955131531,0.7011868357658386,0.31795454025268555,0.11676770448684692,0.20118683576583862,0.4758511400724472,0.8529558697090618,2,661.3999977111816,661.0001210273482,,,0,0,0,,751
1,1,0,1,0.003504437394440174,0.705254852771759,0.7017503976821899,0.4964955626055598,0.20525485277175903,5.65021469419877,0.8724481555269629,1,782.0,782.0,,,0,0,0,,746
1,1,0,1,0.0037376887630671263,0.5332406163215637,0.5295029282569885,0.4962623112369329,0.03324061632156372,5.585543144995997,0.13315887353795153,2,509.99999845027924,479.0699321610759,,,0,0,0,,743
1,1,0,1,0.26769915223121643,0.8192369341850281,0.5515377521514893,0.23230084776878357,0.3192369341850281,1.0063276400860293,1.5111861938511677,2,47.947999984025955,47.00955970831585,,,0,0,0,,741
1,1,0,1,0.0005097064422443509,0.7147212028503418,0.7142115235328674,0.49949029355775565,0.2147212028503418,7.581165765024879,0.918425602848787,2,109.0,79.75587752636166,,,0,0,0,,738
1,1,0,1,0.17852209508419037,0.7906469106674194,0.6121248006820679,0.32147790491580963,0.29064691066741943,1.526392665547445,1.3288292354894593,2,66.88200002163649,65.02723986208733,,,0,0,0,,736
1,1,0,1,0.10414086282253265,0.9805375933647156,0.8763967156410217,0.39585913717746735,0.4805375933647156,2.1520387547263393,3.9196162459267296,2,51.0,39.0,,,0,0,0,,734
1,1,0,1,0.14876943826675415,0.6112052202224731,0.462435781955719,0.35123056173324585,0.11120522022247314,1.7442853089229677,0.45238113275773006,2,17.3410022854805,16.14776005183604,,,0,0,0,,731
