validity,flip_validity,y_orig,y_cf,p_orig,p_cf,prob_gain_toward_target,prob_margin_before,prob_margin_after,logit_margin_before,logit_margin_after,sparsity,proximity_l1,proximity_l2,proximity_l1_std,proximity_l2_std,immutability_violations,bound_violations,onehot_violations,plausibility_mse,source_index
1,1,0,1,0.08961468935012817,0.5125700831413269,0.42295539379119873,0.4103853106498718,0.012570083141326904,2.318348678007809,0.05029092944279678,2,67.7000030502677,66.8060656505992,,,0,0,0,,45894
1,1,0,1,0.015729475766420364,0.7381288409233093,0.7223993539810181,0.48427052423357964,0.23812884092330933,4.136364392746338,1.0362657670012547,3,7.599999986588955,4.989989977411581,,,0,0,0,,45834
1,1,0,1,0.08625580370426178,0.5119043588638306,0.42564857006073,0.4137441962957382,0.011904358863830566,2.3602333165482667,0.047626435911116816,2,4.500000089406967,3.9458840247419102,,,0,0,0,,45833
1,1,0,1,0.42835938930511475,0.6563496589660645,0.2279902696609497,0.07164061069488525,0.15634965896606445,0.28854795306019276,0.6470689737031605,2,1.4000000357627869,1.000000023841858,,,0,0,0,,45829
1,1,0,1,0.3991754353046417,0.5620436072349548,0.1628681719303131,0.10082456469535828,0.062043607234954834,0.40890197852154164,0.24946009430540028,2,24.899999618530273,20.164572527057814,,,0,0,0,,45827
1,1,0,1,0.23228931427001953,0.5667243003845215,0.33443498611450195,0.26771068572998047,0.06672430038452148,1.1954293118652983,0.2684986977165976,2,34.60000157356262,29.856324124339096,,,0,0,0,,45815
1,1,0,1,0.45094579458236694,0.5721068978309631,0.12116110324859619,0.04905420541763306,0.07210689783096313,0.1968500285749436,0.2904524551400093,1,55.0,55.0,,,0,0,0,,45812
1,1,0,1,0.06743042171001434,0.5672844648361206,0.49985402822494507,0.43256957828998566,0.0672844648361206,2.6268474867542393,0.27078033013063396,2,1.9000000953674316,1.345362468504821,,,0,0,0,,45808
1,1,0,1,0.28896021842956543,0.8066759705543518,0.5177157521247864,0.21103978157043457,0.3066759705543518,0.9004393536692621,1.4285543740037858,1,25.900001525878906,25.900001525878906,,,0,0,0,,45807
1,1,0,1,0.30088871717453003,0.6849386692047119,0.3840499520301819,0.19911128282546997,0.18493866920471191,0.8430694464545205,0.776561979434809,2,3.2000001966953278,2.8284273144070085,,,0,0,0,,45773
1,1,0,1,0.49286600947380066,0.5494151711463928,0.05654916167259216,0.007133990526199341,0.04941517114639282,0.028537898746877732,0.19830802864246166,1,5.299999237060547,5.299999237060547,,,0,0,0,,45768
1,1,0,1,0.1941935420036316,0.5580297708511353,0.36383622884750366,0.3058064579963684,0.058029770851135254,1.4229882861702015,0.2331697887954789,2,29.400001525878906,28.904326461549022,,,0,0,0,,45762
1,1,0,1,0.4782893657684326,0.5137677788734436,0.035478413105010986,0.021710634231567383,0.013767778873443604,0.08689717657983398,0.055085040263032514,2,0.6000000014901161,0.5099019516515143,,,0,0,0,,45720
1,1,0,1,0.31805434823036194,0.5739783644676208,0.2559240162372589,0.18194565176963806,0.07397836446762085,0.7627276906186217,0.29810157042964835,2,24.30000001192093,24.00187492691253,,,0,0,0,,45711
1,1,0,1,0.15915820002555847,0.5352843999862671,0.3761261999607086,0.34084179997444153,0.03528439998626709,1.6645048565730345,0.1413725888099201,2,34.19999921321869,33.31215917867405,,,0,0,0,,45697
1,1,0,1,0.22833244502544403,0.5325681567192078,0.30423569679260254,0.27166755497455597,0.032568156719207764,1.2177511698194614,0.13045733490528233,2,17.40000057220459,14.945903164427778,,,0,0,0,,45695
1,1,0,1,0.028583163395524025,0.51033616065979,0.48175299167633057,0.471416836604476,0.010336160659790039,3.525937810055773,0.04135053362335028,3,25.099998652935028,21.791969510199383,,,0,0,0,,45672
1,1,0,1,0.40547603368759155,0.5423976182937622,0.13692158460617065,0.09452396631240845,0.04239761829376221,0.3826992600161322,0.1699987007355609,2,2.0,1.4212670437102044,,,0,0,0,,45671
1,1,0,1,0.42110151052474976,0.7919776439666748,0.37087613344192505,0.07889848947525024,0.2919776439666748,0.3182532195256811,1.3368876092461184,2,3.2000000923871994,2.529822217665761,,,0,0,0,,45665
1,1,0,1,0.2784042954444885,0.6145703196525574,0.33616602420806885,0.22159570455551147,0.11457031965255737,0.9523906586833734,0.4665645915789225,2,3.7000000029802322,3.5057096287616423,,,0,0,0,,45656
1,1,0,1,0.2863798439502716,0.6312894225120544,0.34490957856178284,0.2136201560497284,0.13128942251205444,0.9130317711109928,0.5377524367121587,2,42.30000305175781,41.31210781447982,,,0,0,0,,45644
1,1,0,1,0.06218751519918442,0.5607524514198303,0.4985649287700653,0.4378124848008156,0.06075245141983032,2.7133957600998477,0.2442163989412508,2,27.19999921321869,26.315393970573005,,,0,0,0,,45634
1,1,0,1,0.28079578280448914,0.5055542588233948,0.22475847601890564,0.21920421719551086,0.005554258823394775,0.9405176933351175,0.022217949215776023,2,1.1000000014901161,1.004987562260361,,,0,0,0,,45631
1,1,0,1,0.18351984024047852,0.6063764095306396,0.42285656929016113,0.3164801597595215,0.10637640953063965,1.4926798301328035,0.4321058325647599,2,2.9000000059604645,2.531797781176129,,,0,0,0,,45630
1,1,0,1,0.04351673647761345,0.5786749124526978,0.5351581573486328,0.45648326352238655,0.07867491245269775,3.0901176803925097,0.31733614092840834,2,17.299999713897705,14.689111258575283,,,0,0,0,,45604
1,1,0,1,0.1583813726902008,0.7461596131324768,0.5877782106399536,0.3416186273097992,0.2461596131324768,1.670321099136298,1.0782338646062002,2,34.00000071525574,31.325389819448276,,,0,0,0,,45602
1,1,0,1,0.3898327350616455,0.6493707895278931,0.25953805446624756,0.11016726493835449,0.14937078952789307,0.4480153617279326,0.6162745932671155,2,2.1000000834465027,1.565247664217876,,,0,0,0,,45594
1,1,0,1,0.09116362780332565,0.6464962959289551,0.5553326606750488,0.40883637219667435,0.14649629592895508,2.2995090698042056,0.6036735052148436,4,25.100000023841858,19.399226798915848,,,0,0,0,,45582
1,1,0,1,0.05970633402466774,0.6034370064735413,0.5437306761741638,0.44029366597533226,0.10343700647354126,2.7567541247498397,0.41980675234495146,2,3.400000214576721,2.8635644041518433,,,0,0,0,,45574
1,1,0,1,0.49716007709503174,0.7062512040138245,0.20909112691879272,0.0028399229049682617,0.20625120401382446,0.011359813779243444,0.8772460205780305,2,1.800000011920929,1.280624854933515,,,0,0,0,,45561
1,1,0,1,0.0502145029604435,0.5070394277572632,0.45682492852211,0.4497854970395565,0.007039427757263184,2.939932277942093,0.02815957166947225,2,3.8000000938773155,3.0364453807781397,,,0,0,0,,45544
1,1,0,1,0.12895864248275757,0.5988374352455139,0.46987879276275635,0.37104135751724243,0.09883743524551392,1.9101977064740843,0.40062342415635355,5,24.79999964684248,21.949487085794853,,,0,0,0,,45524
1,1,0,1,0.014968001283705235,0.540887176990509,0.5259191989898682,0.48503199871629477,0.04088717699050903,4.186759451915725,0.16391473017399805,2,3.8000000715255737,3.0364453741531015,,,0,0,0,,45507
1,1,0,1,0.01805684342980385,0.5004100203514099,0.48235318064689636,0.48194315657019615,0.0004100203514099121,3.9960086710029166,0.0016400817732732387,2,2.8000000938773155,2.1023796897121225,,,0,0,0,,45498
1,1,0,1,0.041704487055540085,0.5713075399398804,0.5296030640602112,0.4582955129444599,0.07130753993988037,3.134547472764677,0.28718787797505296,2,5.900000095367432,4.382921485021831,,,0,0,0,,45486
1,1,0,1,0.372625470161438,0.791875958442688,0.41925048828125,0.127374529838562,0.291875958442688,0.5209698848118873,1.3362705058265347,2,2.4000001922249794,2.302173077263834,,,0,0,0,,45477
1,1,0,1,0.36107420921325684,0.5686830878257751,0.2076088786125183,0.13892579078674316,0.06868308782577515,0.570704811384613,0.27648020059068246,2,48.30000305175781,44.9365138104583,,,0,0,0,,45471
