validity,flip_validity,y_orig,y_cf,p_orig,p_cf,prob_gain_toward_target,prob_margin_before,prob_margin_after,logit_margin_before,logit_margin_after,sparsity,proximity_l1,proximity_l2,proximity_l1_std,proximity_l2_std,immutability_violations,bound_violations,onehot_violations,plausibility_mse,source_index
1,1,0,1,0.08961468935012817,0.6991692185401917,0.6095545291900635,0.4103853106498718,0.19916921854019165,2.318348678007809,0.843344880724421,2,23.399999998509884,22.51799280569469,,,0,0,0,,45894
1,1,0,1,0.015729475766420364,0.5779244303703308,0.5621949434280396,0.48427052423357964,0.07792443037033081,4.136364392746338,0.31425874386497155,5,34.2999991774559,28.56308730124714,,,0,0,0,,45834
1,1,0,1,0.08625580370426178,0.5874197483062744,0.5011639595031738,0.4137441962957382,0.08741974830627441,2.3602333165482667,0.3533089016472828,2,49.0,46.09772228646444,,,0,0,0,,45833
1,1,0,1,0.42835938930511475,0.7233599424362183,0.2950005531311035,0.07164061069488525,0.22335994243621826,0.28854795306019276,0.9611897139510841,2,2.900000035762787,2.247220531948142,,,0,0,0,,45829
1,1,0,1,0.3991754353046417,0.5293697118759155,0.1301942765712738,0.10082456469535828,0.029369711875915527,0.40890197852154164,0.1176142411070249,2,29.80000114440918,25.221023801190167,,,0,0,0,,45827
1,1,0,1,0.23228931427001953,0.5178018808364868,0.2855125665664673,0.26771068572998047,0.017801880836486816,1.1954293118652983,0.07123763446421105,2,45.099998474121094,44.1113348859166,,,0,0,0,,45815
1,1,0,1,0.45094579458236694,0.5320985913276672,0.08115279674530029,0.04905420541763306,0.032098591327667236,0.1968500285749436,0.12857118572157078,2,1.0999999940395355,0.8062257674368087,,,0,0,0,,45812
1,1,0,1,0.06743042171001434,0.5234056115150452,0.45597517490386963,0.43256957828998566,0.023405611515045166,2.6268474867542393,0.09369092077359908,3,4.400000214576721,3.03315035841046,,,0,0,0,,45808
1,1,0,1,0.28896021842956543,0.7512384057044983,0.46227818727493286,0.21103978157043457,0.2512384057044983,0.9004393536692621,1.1052280672062322,2,51.10000151395798,50.404862402271334,,,0,0,0,,45807
1,1,0,1,0.30088871717453003,0.5587336421012878,0.2578449249267578,0.19911128282546997,0.05873364210128784,0.8430694464545205,0.23602419033237376,2,1.6999999284744263,1.2041594083802665,,,0,0,0,,45773
1,1,0,1,0.49286600947380066,0.566985011100769,0.07411900162696838,0.007133990526199341,0.06698501110076904,0.028537898746877732,0.2695605241311415,2,5.800000756978989,5.234501688548618,,,0,0,0,,45768
1,1,0,1,0.1941935420036316,0.6250827312469482,0.43088918924331665,0.3058064579963684,0.12508273124694824,1.4229882861702015,0.5111786259989366,2,3.299999952316284,2.5079871970675827,,,0,0,0,,45762
1,1,0,1,0.4782893657684326,0.5114341378211975,0.03314477205276489,0.021710634231567383,0.01143413782119751,0.08689717657983398,0.04574452655297734,2,0.7000000178813934,0.500000011920929,,,0,0,0,,45720
1,1,0,1,0.31805434823036194,0.5265676379203796,0.2085132896900177,0.18194565176963806,0.02656763792037964,0.7627276906186217,0.10637073470226022,2,3.9000000953674316,3.067572420193387,,,0,0,0,,45711
1,1,0,1,0.15915820002555847,0.5066803097724915,0.347522109746933,0.34084179997444153,0.006680309772491455,1.6645048565730345,0.02672282922882463,2,29.5,26.669270706189174,,,0,0,0,,45697
1,1,0,1,0.22833244502544403,0.5584552884101868,0.33012282848358154,0.27166755497455597,0.05845528841018677,1.2177511698194614,0.23489527182221348,2,3.6999999284744263,2.8231187641580813,,,0,0,0,,45695
1,1,0,1,0.028583163395524025,0.576956570148468,0.5483734011650085,0.471416836604476,0.07695657014846802,3.525937810055773,0.31029215048197645,3,33.500000953674316,30.30396091204785,,,0,0,0,,45672
1,1,0,1,0.40547603368759155,0.644875168800354,0.23939913511276245,0.09452396631240845,0.144875168800354,0.3826992600161322,0.5965873964738302,2,2.8000001907348633,2.0591261949296706,,,0,0,0,,45671
